2023-08-01T09:23:42.490+00:00	2121,784	3000,000	Some(-878.2159999999999)	Some(16)
2023-08-01T09:23:49.019+00:00	5665,569	3000,000	Some(2665.5690000000004)	Some(6)
2023-08-01T09:25:50.111+00:00	1952,009	3000,000	Some(-1047.991)	Some(121)
2023-08-01T09:26:17.242+00:00	4069,758	3000,000	Some(1069.7580000000003)	Some(27)
2023-08-01T09:26:26.285+00:00	1164,534	3000,000	Some(-1835.466)	Some(9)
2023-08-01T09:27:28.084+00:00	3988,363	3000,000	Some(988.3630000000003)	Some(61)
2023-08-01T09:28:24.352+00:00	894,049	3000,000	Some(-2105.951)	Some(56)
2023-08-01T09:36:02.070+00:00	4934,813	3000,000	Some(1934.813)	Some(457)
2023-08-01T09:36:06.089+00:00	2108,018	3000,000	Some(-891.982)	Some(4)
2023-08-01T09:36:14.127+00:00	6364,453	3000,000	Some(3364.4530000000004)	Some(8)
2023-08-01T09:39:42.119+00:00	1493,596	3000,000	Some(-1506.404)	Some(207)
2023-08-01T09:39:45.134+00:00	6115,100	3000,000	Some(3115.1000000000004)	Some(3)
2023-08-01T09:40:21.308+00:00	1720,941	3000,000	Some(-1279.059)	Some(36)
2023-08-01T09:40:41.403+00:00	4970,892	3000,000	Some(1970.8919999999998)	Some(20)
2023-08-01T09:42:05.300+00:00	1245,248	3000,000	Some(-1754.752)	Some(83)
2023-08-01T09:42:50.014+00:00	3367,757	3000,000	Some(367.75700000000006)	Some(44)
2023-08-01T09:43:07.097+00:00	2607,371	3000,000	Some(-392.6289999999999)	Some(17)
2023-08-01T09:43:32.215+00:00	3764,760	3000,000	Some(764.7600000000002)	Some(25)
2023-08-01T09:43:36.234+00:00	2787,272	3000,000	Some(-212.72800000000007)	Some(4)
2023-08-01T09:43:38.244+00:00	4033,365	3000,000	Some(1033.3650000000002)	Some(2)
2023-08-01T09:44:09.394+00:00	2530,647	3000,000	Some(-469.35300000000007)	Some(31)
2023-08-01T09:44:45.157+00:00	3935,096	3000,000	Some(935.096)	Some(35)
2023-08-01T09:45:16.308+00:00	914,856	3000,000	Some(-2085.1440000000002)	Some(31)
2023-08-01T09:45:32.385+00:00	3089,197	3000,000	Some(89.19700000000012)	Some(16)
2023-08-01T09:45:35.399+00:00	2919,879	3000,000	Some(-80.1210000000001)	Some(3)
2023-08-01T09:45:37.409+00:00	3221,382	3000,000	Some(221.38200000000006)	Some(2)
2023-08-01T09:45:47.457+00:00	2201,894	3000,000	Some(-798.1059999999998)	Some(10)
2023-08-01T09:46:02.028+00:00	4994,959	3000,000	Some(1994.9589999999998)	Some(14)
2023-08-01T09:47:10.498+00:00	1523,501	3000,000	Some(-1476.499)	Some(68)
2023-08-01T09:47:21.047+00:00	6493,987	3000,000	Some(3493.987)	Some(10)
2023-08-01T09:47:42.148+00:00	2898,014	3000,000	Some(-101.98599999999988)	Some(21)
2023-08-01T09:48:09.280+00:00	3314,323	3000,000	Some(314.32299999999987)	Some(27)
2023-08-01T09:48:19.328+00:00	2821,425	3000,000	Some(-178.57499999999982)	Some(10)
2023-08-01T09:48:21.338+00:00	3626,563	3000,000	Some(626.5630000000001)	Some(2)
2023-08-01T09:48:52.489+00:00	2322,445	3000,000	Some(-677.5549999999998)	Some(31)
2023-08-01T09:48:59.019+00:00	6518,590	3000,000	Some(3518.59)	Some(6)
2023-08-01T09:49:26.152+00:00	1265,006	3000,000	Some(-1734.994)	Some(27)
2023-08-01T09:49:34.188+00:00	4863,706	3000,000	Some(1863.7060000000001)	Some(8)
2023-08-01T09:49:49.261+00:00	1707,847	3000,000	Some(-1292.153)	Some(15)
2023-08-01T09:50:55.081+00:00	4717,817	3000,000	Some(1717.817)	Some(65)
2023-08-01T09:53:06.210+00:00	1789,131	3000,000	Some(-1210.869)	Some(131)
2023-08-01T09:53:08.219+00:00	5528,725	3000,000	Some(2528.7250000000004)	Some(2)
2023-08-01T09:53:26.308+00:00	1845,739	3000,000	Some(-1154.261)	Some(18)
2023-08-01T09:54:14.041+00:00	3626,247	3000,000	Some(626.2470000000003)	Some(47)
2023-08-01T09:54:17.056+00:00	1718,573	3000,000	Some(-1281.427)	Some(3)
2023-08-01T09:55:03.280+00:00	4454,280	3000,000	Some(1454.2799999999997)	Some(46)
2023-08-01T09:58:48.099+00:00	82,502	3000,000	Some(-2917.498)	Some(224)
2023-08-01T09:59:08.358+00:00	4677,909	3000,000	Some(1677.9089999999997)	Some(20)
2023-08-01T09:59:10.368+00:00	888,725	3000,000	Some(-2111.275)	Some(2)
2023-08-01T09:59:17.404+00:00	4573,047	3000,000	Some(1573.0470000000005)	Some(7)
2023-08-01T10:00:57.038+00:00	2318,295	3000,000	Some(-681.7049999999999)	Some(99)
2023-08-01T10:01:08.091+00:00	4102,480	3000,000	Some(1102.4800000000005)	Some(11)
2023-08-01T10:02:07.381+00:00	2501,805	3000,000	Some(-498.19500000000016)	Some(59)
2023-08-01T10:02:28.484+00:00	5473,984	3000,000	Some(2473.9840000000004)	Some(21)
2023-08-01T10:02:37.026+00:00	2729,291	3000,000	Some(-270.70899999999983)	Some(8)
2023-08-01T10:02:39.036+00:00	3069,902	3000,000	Some(69.90200000000004)	Some(2)
2023-08-01T10:02:44.059+00:00	1342,765	3000,000	Some(-1657.235)	Some(5)
2023-08-01T10:02:55.114+00:00	6579,220	3000,000	Some(3579.2200000000003)	Some(11)
2023-08-01T10:02:57.132+00:00	2842,610	3000,000	Some(-157.38999999999987)	Some(2)
2023-08-01T10:02:59.135+00:00	4242,971	3000,000	Some(1242.9710000000005)	Some(2)
